
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062394                       # Number of seconds simulated (Second)
simTicks                                  62393801064                       # Number of ticks simulated (Tick)
finalTick                                 62393801064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1091.89                       # Real time elapsed on the host (Second)
hostTickRate                                 57142731                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     715808                       # Number of bytes of host memory used (Byte)
simInsts                                    430328309                       # Number of instructions simulated (Count)
simOps                                      430330095                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394112                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394113                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       167534643                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      258098810                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    5185                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     252910974                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 40709                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            11968799                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          9462959                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                892                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          167296497                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.511753                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.847162                       # Number of insts issued each cycle (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCmp            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCvt            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatDiv            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMisc            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMult            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAdd            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAlu            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceCmp            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAes            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAesMix            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma2            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma3            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdPredAlu            0      0.00%     69.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemRead     19770803      8.03%     77.83% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemWrite      7315461      2.97%     80.81% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemRead     33865190     13.76%     94.56% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemWrite     13378586      5.44%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::total    246135195                       # Class of committed instruction (Count)
system.cpu0.commit.commitEligibleSamples      8448652                       # number cycles where commit BW limit reached (Cycle)
system.cpu0.dcache.demandHits::cpu0.data     69343155                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         69343155                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data     69343155                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        69343155                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data      5054590                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total        5054590                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data      5054590                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total       5054590                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::cpu0.data 247799840759                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total 247799840759                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::cpu0.data 247799840759                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total 247799840759                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data     74397745                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     74397745                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data     74397745                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     74397745                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.067940                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.067940                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.067940                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.067940                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::cpu0.data 49024.716299                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency::total 49024.716299                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::cpu0.data 49024.716299                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::total 49024.716299                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.blockedCycles::no_mshrs      7513980                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets         9343                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs       115093                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets          147                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     65.286160                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets    63.557823                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.writebacks::writebacks      1604329                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total          1604329                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::cpu0.data      3289444                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total      3289444                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::cpu0.data      3289444                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total      3289444                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::cpu0.data      1765146                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total      1765146                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.data      1765146                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total      1765146                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency::cpu0.data  48376436045                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total  48376436045                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::cpu0.data  48376436045                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::total  48376436045                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate::cpu0.data     0.023726                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate::total     0.023726                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::cpu0.data     0.023726                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::total     0.023726                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency::cpu0.data 27406.478583                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency::total 27406.478583                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::cpu0.data 27406.478583                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::total 27406.478583                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements               1762158                       # number of replacements (Count)
system.cpu0.dcache.LoadLockedReq.hits::cpu0.data          841                       # number of LoadLockedReq hits (Count)
system.cpu0.dcache.LoadLockedReq.hits::total          841                       # number of LoadLockedReq hits (Count)
system.cpu0.dcache.LoadLockedReq.misses::cpu0.data          111                       # number of LoadLockedReq misses (Count)
system.cpu0.dcache.LoadLockedReq.misses::total          111                       # number of LoadLockedReq misses (Count)
system.cpu0.dcache.LoadLockedReq.missLatency::cpu0.data      2826012                       # number of LoadLockedReq miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.missLatency::total      2826012                       # number of LoadLockedReq miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.accesses::cpu0.data          952                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu0.dcache.LoadLockedReq.accesses::total          952                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu0.dcache.LoadLockedReq.missRate::cpu0.data     0.116597                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.missRate::total     0.116597                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.avgMissLatency::cpu0.data 25459.567568                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.avgMissLatency::total 25459.567568                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.mshrHits::cpu0.data           94                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrHits::total           94                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::cpu0.data           17                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::total           17                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::cpu0.data       893571                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::total       893571                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::cpu0.data     0.017857                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::total     0.017857                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.avgMshrMissLatency::cpu0.data        52563                       # average LoadLockedReq mshr miss latency ((Tick/Count))
